,Total investment,Gross national savings,General government revenue,General government total expenditure,General government net lending/borrowing,General government primary net lending/borrowing,General government net debt,General government gross debt,Current account balance,GDP GROWTH,Exports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Imports of goods and services (% of GDP),Expense (% of GDP),Domestic credit to private sector (% of GDP),Research and development expenditure (% of GDP),Tax revenue (% of GDP)
7523,19.794,38.772,32.165,21.598,-3.186,-0.177,,43.79,4.581,5.9,60.29705669,28.20309724,55.43865825,25.94777662,0,0.929040015,13.61538199
7524,21.813,31.575,26.434,25.229,-3.031,-1.035,,36.69,3.703,8.800000004,50.64898781,11.95880854,49.27713981,26.70192968,0,0.989440024,11.66241269
7525,20.191,25.864,20.095,21.333,-1.841,-0.531,,33.58,7.494,5.339647207,50.1187334,0.757420846,45.87593641,27.96361464,0,0.962689996,12.63279714
7526,21.943,27.914,22.402,20.05,-0.893,0.097,,29.38,5.771,9.516609864,52.54313064,5.179677819,50.04705161,28.64131916,0,1.071660042,13.16162595
7527,21.096,26.419,24.107,17.707,-4.415,-3.483,,24.798,10.67,11.79535253,58.69683172,9.048067861,51.28487683,31.83759202,0,1.04392004,12.81409146
7528,22.507,33.337,31.731,15.744,-2.277,-1.525,,17.741,2.943,3.071230392,47.72973268,13.56957649,46.91783742,34.7943585,0,0.995180011,16.52877057
7529,24.543,36.594,35.777,15.627,-1.365,-0.733,,14.801,-1.5,7.571420763,43.21862312,9.052524911,45.96242952,35.43531357,0,0.914030015,17.09216344
7530,27.781,32.853,34.778,17.655,-1.967,-1.459,,12.267,-3.68,8.215844452,41.28991114,12.83877962,46.75664953,33.53854183,0,0.818690002,15.81795379
7531,27.393,32.16,39.587,21.95,-3.139,-2.625,,20.413,-7.039,2.243491596,43.25986886,25.22646171,50.91202329,35.70303961,84.56384289,0.809909999,17.09171786
7532,17.068,34.729,28.87,34.997,-6.272,-5.104,,35.425,-1.479,-15.13646791,42.9288247,15.88119246,44.54733792,39.26077196,87.34997514,0.82595998,15.78923638
7533,20.873,31.33,32.781,32.231,-5.772,-4.141,,40.626,-2.219,4.092004367,46.45653833,9.372931051,49.27319213,39.54395249,75.75190257,0.802789986,14.99750577
7534,22.437,35.571,36.487,31.171,-2.762,-0.792,,36.876,-6.279,5.44528081,49.40615693,7.955724663,55.39891697,36.87631284,68.48385858,0.710900009,17.84004927
7535,21.716,41.4,38.147,29.141,-4.307,-2.385,,37.542,-8.147,0.152314967,47.38283156,0.568727972,55.2399568,39.5379742,66.98381047,0.723630011,17.63331542
7536,18.489,38.025,38.722,30.327,-4.784,-2.334,,40.519,-9.199,0.045439094,42.89738267,-0.238948626,51.10428678,38.68159408,70.69117175,0.73299998,16.89868434
7537,13.396,35.685,35.066,33.127,-4.46,-1.153,,70.317,-3.916,-10.07889498,48.59296182,12.07185629,52.09882067,43.54070004,75.22884563,0.650340021,17.29434784
7538,15.933,30.54,29.047,32.36,-1.16,3.003,,79.503,1.73,-9.772987213,52.59767951,48.69986464,55.20893679,37.36875322,56.65775413,0.614769995,20.45136542
7539,21.724,29.717,28.864,31.683,-2.229,1.867,,79.513,-1.494,2.440981945,49.29861946,13.9127102,56.22258546,33.50441672,47.30713009,0.483390003,19.63011981
7540,20.749,32.427,28.557,30.238,-2.294,1.451,,71.62,-2.182,2.359972281,48.12491635,14.43832275,55.91006656,33.60620644,38.3051473,0.448790014,20.0523677
7541,18.588,33.28,30.025,28.902,-1.924,1.36,,60.424,-3.272,3.48836234,45.23523566,10.95185594,53.96457941,33.40871911,34.51185864,0.471130013,20.14255251
7542,14.89,31.41,30.732,30.296,-1.927,1.109,,50.492,-2.733,3.199503864,41.23169126,7.886717456,49.27954304,33.05743893,30.02706859,0.433840007,19.1961401
7543,8.932,28.07,27.912,33.103,-5.918,-3.024,,60.565,3.307,-3.7528041,38.82164629,2.732492094,40.33480609,37.20920478,28.17515425,0.403180003,19.1514003
7544,28.419,19.602,36.268,39.11,,,,,24.964,23.87477491,0,0,0,0,0,0,0
7545,26.277,19.275,37.693,41.468,,,,,23.917,4.659176674,0,0,0,0,0,0,0
7546,28.75,18.809,38.668,40.943,,,,,16.727,-6.719316186,0,0,0,0,0,0,0
7547,31.401,19.285,37.305,40.181,,,,,13.715,-4.7458207,0,0,0,0,0,0,0
7548,28.978,19.524,37.18,40.345,,,,,19.636,4.01695128,0,0,0,0,0,0,0
7549,24.97,19.786,36.993,39.474,,,,,18.531,-3.594476517,0,0,0,0,0,0,0
7550,30.151,18.983,35.996,38.274,,,,,8.044,-14.95813656,0,0,0,0,0,0,0
7551,24.038,19.758,34.873,36.478,,,,,11.454,3.381981709,0,0,0,0,0,0,0
7552,25.644,20.027,34.548,34.222,,,,,7.657,-2.618907704,0,0,0,0,0,0,0
7553,23.602,20.591,34.227,33.639,,,,,10.327,12.33789128,0,0,0,0,0,0,0
7554,19.852,20.052,33.566,34.956,,,,,16.179,18.32798553,0,0,0,0,0,0,0
7555,23.246,18.963,33.094,35.74,3.849,5.391,,,2.726,0.860081946,0,0,0,0,0,0,0
7556,25.415,17.605,32.366,37.815,3.321,3.582,,,4.356,3.344944862,0,0,0,0,0,0,0
7557,23.59,17.345,31.123,37.78,-2.816,-2.8,,,5.701,1.261190951,0,0,0,0,0,0,0
7558,27.724,18.21,31.72,37.448,-1.782,-1.781,,,0.05,6.896148551,0,0,0,0,0,0,0
7559,28.062,17.866,32.601,37.557,3.571,3.575,,,0.169,6.687886464,0,0,0,0,0,0,0
7560,23.908,18.167,32.034,35.566,0.941,0.948,,,6.129,5.798404061,0,0,0,0,0,0,0
7561,24.168,17.195,32.8,34.778,6.797,6.797,,,11.403,8.190398641,0,0,0,6.053873636,0,0,0.992336344
7562,24.326,17.194,34.055,34.362,1.022,1.023,,,4.046,0.291994349,0,0,0,6.548788474,0,0,1.075872392
7563,23.427,15.243,34.564,33.933,1.331,1.332,,4.815,6.569,2.902213645,0,0,0,6.200060621,0,0,1.122447005
7564,22.608,15.94,35.34,33.988,10.567,10.634,,3.093,16.165,10.85270421,0,0,0,0,0,0,0
7565,22.502,15.886,34.937,34.721,1.205,1.298,,2.69,9.072,1.39908503,49.15922533,0,40.7053546,0,0,0,0
7566,22.546,15.772,33.982,35.853,-1.238,-1.21,,3.427,3.318,2.43345681,49.50334738,0,43.56831143,0,0,0,0
7567,22.13,15.725,33.958,37.06,2.352,2.356,,3.332,5.784,8.800540815,55.92319922,0,46.37697028,0,0,0,0
7568,19.978,15.114,34.859,37.901,6.4,6.455,,4.08,6.432,9.566436637,63.56772981,0,53.05488271,0,0,0,0
7569,20.167,15.694,35.257,38.37,15.987,16.024,,4.481,13.17,4.855141196,67.58531139,0,51.96756025,0,0,0,0
7570,19.271,15.055,35.479,38.224,20.15,20.151,,5.052,17.323,9.837319773,68.62779767,0,50.84287191,0,0,0,0
7571,25.199,14.944,35.735,38.368,17.124,17.131,,8.891,7.641,3.184390174,72.3840975,0,64.41405537,0,0,0,0
7572,25.098,13.581,35.654,40.749,17.637,17.67,,8.949,7.058,3.191836276,78.8678887,12.25042024,69.64565532,0,0,0,0
7573,31.633,11.547,34.367,44.353,-6.127,-5.95,,21.136,3.095,-5.242921907,79.65331786,1.561813174,73.8086265,0,0,0,0
7574,27.121,12.973,35.406,44.601,0.551,0.877,,19.473,4.209,1.602850048,82.24238564,0.877983288,61.63508943,0,0,0,0
7575,23.161,13.888,35.956,43.392,5.316,5.499,,21.467,12.41,6.928508595,90.07656425,0.877346596,61.58937762,4.125499847,0,0.486220002,0.321413841
7576,21.885,12.424,35.908,43.478,9.006,9.32,,21.21,19.515,4.776625734,97.63496338,0.6622689,62.33550724,4.137731738,0,0,0.354309303
7577,19.258,11.276,36.234,41.701,8.395,8.807,,16.016,18.767,5.055559658,98.00758609,1.101118364,63.09289637,3.909725488,0,0,0.361091645
7578,22.168,12.127,35.411,40.909,1.939,2.214,,14.195,13.517,4.165691841,96.92379674,2.346268657,67.10571312,3.792108857,0,0.675230026,0.346301233
7579,25.639,12.481,35.486,39.993,-3.313,-3.1,,16.65,4.901,6.786772877,97.56318807,4.069966084,71.91304863,4.147898592,0,0.865700006,0.055841069
7580,26.02,12.41,35.872,39.175,-2.819,-2.668,,19.366,3.697,5.56149076,97.66312109,1.617488089,73.23996667,4.318281125,84.70520709,0.931800008,0.04205645
7581,25.296,14.558,36.431,38.783,-1.68,-1.544,,21.623,7.132,0.735068714,98.34239221,1.966825578,74.46103278,4.01528734,80.72004075,0,0.065621398
7582,23.512,13.99,36.279,38.439,1.122,1.418,,20.878,9.768,1.313913882,91.99477687,3.068633793,65.92579627,3.918249913,76.32495078,1.263890028,0.058638863
7583,22.464,15.34,36.038,38.248,0.436,0.745,,27.086,8.945,1.108348135,96.66416875,-1.931081148,70.71939617,4.259323722,78.15898604,1.310649991,0.972238389
7584,22.19,14.192,36.16,48.921,-5.191,-4.901,,39.672,5.88,-4.957052433,95.92659859,-2.079403179,70.64530074,5.259171648,90.79016696,1.488309979,0.682088274
7585,19.064,22.053,,,-2.841,-0.669,40.919,42.595,0.538,-2.031367782,26.93308062,17.96592427,24.40292435,35.55987939,26.21587268,0,23.87606593
7586,17.749,23.195,,,-3.776,-1.767,43.132,44.807,1.527,-0.787743799,26.28959325,11.87662651,23.1268666,37.484438,30.86013713,0,24.6394262
7587,18.255,21.706,,,-2.275,-0.549,42.914,43.078,0.555,1.994891208,25.93823903,8.598863833,23.69998779,37.67154884,34.04858657,0,25.86613933
7588,19.07,19.721,,,-2.875,-0.754,41.482,41.88,0.215,4.221856332,26.06918462,4.609303273,24.76850072,36.88161956,37.07233105,0,24.6485305
7589,20.02,21.834,,,-3.165,-0.515,41.983,42.271,-0.496,2.269105178,27.86874701,4.960710978,27.56509889,36.8195627,42.23567933,0,24.7776311
7590,20.074,20.302,,,-2.48,-0.129,41.645,41.332,-0.288,4.147415038,28.22550787,6.07139434,26.75179003,35.93275821,43.90624549,0,25.13357342
7591,19.946,18.877,,,-2.278,0.069,40.558,41.299,-0.963,3.150340552,25.13925437,3.427609404,25.41136333,34.97785826,77.61064168,0,24.50068363
7592,21.333,19.543,,,-1.605,0.641,37.776,39.328,-1.575,5.392738302,24.65213141,4.148922321,25.26493854,33.13741186,82.77104602,0,23.15879508
7593,23.549,20.561,,,0.327,2.146,34.002,37.055,-3.522,5.732413614,22.20095296,4.155351716,25.17824031,30.97244128,91.57544594,0,22.99074992
7594,24.639,19.672,,,0.588,2.213,28.656,32.507,-4.048,2.577602798,22.6721321,5.760249092,26.02400973,29.65462338,102.930035,0,22.76227158
7595,23.114,18.671,,,-1.39,0.262,25.561,28.519,-3.061,0.73375554,23.36170646,8.063460909,24.90870884,32.58304327,104.8059603,0,24.1512946
7596,20.267,18.729,,,-2.647,-1.374,24.604,28.443,-1.304,-1.103121696,22.62661544,7.461782957,22.70963816,34.78407818,102.3337644,0,24.84713704
7597,19.106,17.6,,,-5.449,-4.14,26.042,33.163,-1.501,0.401082051,22.95503995,4.591549296,23.37164601,37.64062663,101.6779981,0,24.28031599
7598,18.632,16.963,,,-6.657,-5.262,30.299,37.883,-1.287,2.489831012,24.86606734,2.558577969,24.90478541,37.36898326,99.87622468,0,22.98109177
7599,18.656,17.772,,,-5.728,-4.066,35.32,40.649,-0.446,3.84600916,26.11372203,2.219012605,25.79634284,37.07977499,100.0308644,0,23.79709499
7600,18.496,18.669,,,-4.957,-2.971,39.21,43.582,-0.631,2.531670022,25.78770732,2.697495183,25.17603921,37.21973515,97.19345381,0,23.19802316
7601,18.69,19.557,,,-3.532,-1.556,42.169,43.657,-0.523,1.907715788,26.36662723,2.851782364,25.84394321,36.09021814,100.0694644,1.573210001,23.03299395
7602,17.447,20.758,,,-1.978,0.213,39.366,43.229,-0.252,4.524067098,25.77393831,2.201143135,25.18051223,34.50645315,102.0006248,1.536409974,23.72352068
7603,17.857,21.302,,,-0.307,1.82,37.227,40.886,-0.663,3.157287339,24.43146681,1.820561637,24.87876829,34.05135061,102.4366423,1.546489954,25.004453
7604,17.756,20.841,,,0.631,2.402,36.001,39.347,-2.513,3.014070476,24.28290954,1.752950801,25.29780204,33.71709046,105.3711631,1.621279955,25.45965618
7605,18.127,20.726,,,1.353,3,30.704,36.647,-2.187,4.092653478,25.61874343,1.182956242,26.85091764,34.15541851,114.6695752,1.609060049,26.07990061
7606,17.856,19.553,32.257,32.794,0.216,1.647,29.462,33.891,-1.97,2.157428178,25.52205797,1.532349603,27.28479215,34.48730184,119.8806799,1.596580029,25.75972018
7607,17.878,18.263,29.877,33.691,-1.871,-0.562,30.018,34.139,-2.106,1.770765299,24.44341867,1.520402459,26.864538,35.81826498,124.8607026,1.613729954,24.95998791
7608,17.519,17.314,29.266,34.031,-3.103,-1.765,31.494,35.292,-1.794,3.123053313,23.97070673,1.376500385,26.14777621,36.97064719,129.5061028,1.579620004,24.5292635
7609,17.436,17.626,29.476,33.713,-3.042,-1.652,34.337,38.236,-2.322,2.344971482,23.97976455,1.390397567,26.35361412,37.42591165,137.0515029,1.529979944,25.13744692
7610,17.608,18.018,30.853,33.921,-3.113,-1.602,35.49,39.405,-1.914,2.668337657,25.17727735,2.08913649,27.36147718,37.86015434,143.0320446,1.549049973,25.47185247
7611,17.865,19.086,31.656,33.685,-2.745,-1.213,35.985,40.351,-2.809,2.160405321,27.43236353,2.455661664,29.36550345,38.11643787,154.0177223,1.575399995,25.75641432
7612,18.336,17.302,31.649,34.554,-2.633,-1.036,36.307,41.377,-3.392,2.563460461,25.41920258,2.386561508,27.41494328,38.40245001,170.2346758,1.617089987,25.97529292
7613,17.449,14.936,30.532,37.136,-5.095,-3.591,43.248,49.034,-3.868,-0.154344315,27.30851545,3.521408563,29.0967727,41.21237546,191.0385223,1.607859969,26.43903039
7614,14.774,13.727,28.222,41.392,-9.986,-8.608,56.188,62.844,-3.228,-4.5104856,26.62921537,1.961731736,27.96127541,43.71711251,192.0563618,1.666599989,24.12490125
7615,16.043,15.201,28.77,39.753,-9.195,-6.758,66.912,73.989,-3.07,2.430072895,28.55962704,2.492654725,30.24700738,44.04045942,184.156927,1.63496995,25.21327155
7616,15.793,16.162,29.08,38.783,-7.436,-4.747,71.34,79.526,-1.905,1.067610914,31.09263188,3.856112447,32.06456393,42.64759697,170.2002812,1.645210028,25.79907235
7617,15.901,18.505,29.109,37.211,-7.57,-5.29,74.283,82.698,-3.477,1.448456757,30.37453575,2.573234797,31.51541435,43.33686854,160.8014936,1.576310039,25.09413445
7618,16.046,18.934,31.291,35.839,-5.468,-4.138,75.369,83.554,-4.77,1.819863375,30.04921741,2.291666667,31.60631006,40.1624646,149.472366,1.620110035,25.10694071
7619,17.238,20.1,31.38,35.429,-5.497,-3.707,77.323,85.457,-5.111,3.199702626,28.38996858,1.451120163,30.46734882,39.38229369,135.489427,1.642639995,24.86103111
7620,17.646,20.156,31.66,35.192,-4.507,-3.052,77.583,86.022,-5.165,2.393103184,27.63032549,0.368046842,29.28269577,38.32502689,130.5579704,1.646329999,24.98987505
7621,17.736,18.907,31.179,35.553,-3.303,-1.741,76.944,85.832,-5.326,2.165206211,28.6504713,1.008417368,30.60574825,37.09464701,131.8282277,1.65692997,25.34052927
7622,18.189,19.486,30.805,35.406,-2.353,-0.586,75.714,85.146,-3.631,2.44357047,30.67244826,2.557755776,32.12711894,37.04470199,133.1084581,1.669469953,25.55126887
7623,17.867,19.611,30.143,35.473,-2.159,-0.527,74.808,84.49,-3.878,1.705021022,31.23490667,2.292839903,32.76488938,37.42839794,133.6541965,1.718350053,25.47049471
7624,18.007,19.446,30.27,35.726,-2.209,-0.849,74.058,83.85,-2.668,1.604308648,31.25760606,1.738104601,32.87254707,36.611912,132.3011882,1.720909953,25.03931471
7625,16.693,19.158,30.804,45.296,-12.761,-11.728,90.186,102.608,-2.502,-11.03085846,29.23718972,0.989486704,28.87896913,47.55720769,146.6158417,0,24.73812497
7626,23.31,8.639,,,,,,,0.081,-0.256749674,9.82645547,13.54920197,10.28338922,20.54416974,94.35486599,0,12.13835265
7627,24.277,9.325,,,,,,,0.157,2.537719307,9.517776667,10.33471534,9.908136503,21.00472055,89.23800767,0,12.55050996
7628,22.071,12.316,,,,,,,-0.165,-1.802887409,8.469732989,6.131427,9.067079292,22.46313987,92.61092632,0,11.97862664
7629,22.253,8.766,,,,,,,-1.065,4.583913355,7.622264819,3.212435233,9.043328661,22.80273349,96.1092728,0,10.34826823
7630,25.096,7.624,,,,,,,-2.337,7.23663315,7.489078324,4.300535475,10.0333291,21.47035885,96.79606787,0,10.15971565
7631,24.188,7.561,,,,,,,-2.723,4.169656223,6.98807254,3.545644152,9.615833587,22.17480195,103.684613,0,10.38424016
7632,23.741,10.355,,,,,,,-3.214,3.462645971,7.009254676,1.898047722,9.888722476,22.23061203,110.1617105,0,10.16304589
7633,23.62,10.468,,,,,,,-3.309,3.45925199,7.495919336,3.664563218,10.47766165,21.37433667,112.619055,0,10.94884573
7634,22.828,11.26,,,,,,,-2.314,4.177061291,8.49052352,4.077741107,10.57957719,21.03032634,113.6908621,0,10.59594327
7635,22.514,10.646,,,,,,,-1.763,3.67264815,8.938790197,4.82700303,10.47633819,20.863127,117.5399525,0,10.78244038
7636,21.529,11.837,,,,,,,-1.324,1.885964957,9.254732068,5.39795644,10.56031852,21.55892932,114.7914257,0,10.46528476
7637,20.111,12.922,,,,,,,0.047,-0.108264791,9.660905122,4.234963965,10.125543,22.88438583,119.1776729,0,10.32034243
7638,20.078,12.075,,,,,,,-0.792,3.522440527,9.708914906,3.028819678,10.2416796,21.81838426,118.2431638,0,9.984161837
7639,20.394,11.683,,,,,,,-1.237,2.751781051,9.547180392,2.951656966,10.49743831,21.41747268,120.9945322,0,10.30493432
7640,21.279,11.139,,,,,,,-1.669,4.02879326,9.893147416,2.607441592,11.16231175,20.73145429,120.1830353,0,10.62350664
7641,21.273,11.925,,,,,,,-1.487,2.684217272,10.63922388,2.805419689,11.81415777,20.53300442,130.1685995,0,10.98098904
7642,21.702,11.755,,,,,,,-1.546,3.772565499,10.74663556,2.9312042,11.94043643,20.00539568,137.6657111,2.450010061,11.37391458
7643,22.41,18.553,,,,,,,-1.641,4.447174945,11.11975453,2.337689937,12.30856657,19.38967579,146.5798202,2.479830027,11.82819655
7644,22.958,19.213,,,,,,,-2.373,4.481394432,10.51526113,1.552279099,12.31062982,18.72132886,157.804636,2.504009962,12.32982914
7645,23.419,17.182,24.565,27.338,,,,,-2.976,4.794499045,10.30933456,2.188027197,13.00422915,18.10443785,171.6142203,2.549510002,12.25997931
7646,23.678,16.328,23.908,26.678,,,,,-3.921,4.077159479,10.69277691,3.376857271,14.41021845,17.92653714,162.6203055,2.629149914,12.97080036
7647,22.177,16.067,25.071,27.936,-0.537,1.769,33.979,53.146,-3.724,0.954338729,9.703447499,2.826171119,13.26373384,19.50976281,170.8494222,2.648269892,11.8577039
7648,21.723,13.647,24.516,27.716,-3.814,-1.718,36.382,55.538,-4.173,1.695942923,9.131381514,1.586031627,13.1549926,20.08400965,162.4042708,2.560970068,9.868012202
7649,21.746,14.218,25.646,27.849,-4.764,-2.812,39.151,58.625,-4.559,2.796209101,9.035658683,2.270094973,13.59165432,20.66063261,177.4002425,2.564949989,9.390699103
7650,22.652,15.743,25.854,26.726,-4.237,-2.351,47.883,66.163,-5.205,3.852552601,9.628750081,2.677236693,14.81931218,20.4485356,184.8055464,2.501719952,9.537472979
7651,23.376,16.392,26.109,26.386,-3.068,-1.084,46.578,65.515,-5.746,3.48322032,9.982054732,3.392746845,15.6564983,20.74510298,188.6330421,2.516469955,10.68173114
7652,23.538,18.514,26.296,26.941,-2.029,-0.074,45.197,64.246,-5.911,2.782810626,10.64138647,3.225944101,16.33389163,20.59513512,198.2838461,2.55746007,11.31047567
7653,22.557,18.69,26.709,26.866,-2.906,-0.847,45.367,64.634,-5.089,2.010507552,11.46379016,2.852672482,16.54822752,20.86464527,206.3513529,2.627540112,11.28991352
7654,21.037,22.391,25.094,26.405,-6.604,-4.589,51.629,73.482,-4.716,0.122188443,12.42584736,3.839100297,17.44194843,22.78762613,185.1256445,2.75722003,10.27619094
7655,17.769,18.571,25.91,27.309,-13.17,-11.288,62.714,86.652,-2.623,-2.599888351,10.93222062,-0.355546266,13.82731055,25.57652018,187.47999,2.807039976,7.90351822
7656,18.672,18.522,27.128,27.517,-10.983,-8.966,69.818,95.21,-2.871,2.708856694,12.34136081,1.640043442,15.87853443,26.05460538,181.9207458,2.725059986,8.563225761
7657,19.034,20.078,26.106,26.441,-9.703,-7.42,76.319,99.548,-2.919,1.54989495,13.56346715,3.156841569,17.27901909,25.34570583,174.4746025,2.755120039,9.538930988
7658,19.951,18.746,25.614,27.796,-8.102,-5.905,80.473,103.098,-2.573,2.280687603,13.6440494,2.069337265,17.03778597,23.91190132,175.4438195,2.672260046,9.76391603
7659,20.343,19.126,27.22,28.95,-4.548,-2.579,80.368,104.594,-2.016,1.841875395,13.57807437,1.464832656,16.42429277,22.93894845,184.5728581,2.702150106,10.48350933
7660,20.778,17.989,26.609,29.22,-4.049,-2.08,81.095,104.583,-2.109,2.287775933,13.54595934,1.622222977,16.45204044,22.69507256,185.3990043,2.717859983,10.93318083
7661,21.201,19.213,26.607,28.472,-3.532,-1.69,80.91,105.164,-2.244,2.706369582,12.46099316,0.118627136,15.35124034,22.50199128,180.7320802,2.786999941,11.22900841
7662,20.567,18.283,27.101,29.773,-4.373,-2.384,81.879,107.186,-2.119,1.667472076,11.93953873,1.261583206,14.64746063,22.56509381,183.6442219,2.85345006,10.91413748
7663,20.79,15.841,27.544,30.051,-4.602,-2.583,80.337,106.22,-1.853,2.241921216,12.26173812,2.130110004,15.0174229,22.31117221,191.6300551,2.905479908,11.58390417
7664,21.145,14.539,28.82,30.691,-5.331,-3.097,81.193,107.488,-2.143,2.945384831,12.36098922,2.442583297,15.24939006,22.32057326,180.4618484,3.012340069,9.994403994
7665,21.365,16.246,28.312,31.07,-5.456,-3.158,83.04,108.795,-2.087,2.294439078,11.87247011,1.812210075,14.57947936,22.72613595,191.241187,3.173830032,9.960869832
7666,21.152,16.587,28.124,32.793,-14.492,-12.376,99.08,134.54,-2.966,-2.767802511,10.20212574,1.233584396,13.18163614,32.19491463,215.778,3.422869921,10.13527017
7667,17.235,,,,,,,,,5.843400901,15.03297037,63.47583043,20.63142597,20.18242159,37.23591167,0,15.82577762
7668,15.269,,,,,,,,,1.559559829,15.20411244,34.04533586,19.03134644,23.76979069,40.42415806,0,16.73906481
7669,14.347,,,,,,,,,-9.757871461,14.32586722,18.9925013,17.2907916,27.78540179,72.38234399,0,14.00555378
7670,14.146,,,,,,,,,-10.2743992,25.68887369,49.19737965,23.60386556,24.63924285,57.96174349,0,15.12129764
7671,11.996,,,,,,,,,-1.14261745,26.58062089,55.30442354,21.37545371,24.49648833,52.82851831,0,13.86925665
7672,11.264,,,,,,,,,1.466536029,26.75652639,72.22256443,21.10004345,23.86811846,55.28629207,0,15.94975265
7673,11.077,,,,,,,,,8.809808295,26.21508924,76.38063641,20.26865098,24.13085982,46.77741229,0,16.76322844
7674,14.122,,,,,,,,,7.993137205,21.6486953,63.56666243,19.20594969,23.14484464,37.05291261,0,15.96544635
7675,13.065,,,,,,,,,1.480937462,22.05788812,62.19195646,17.73592505,22.43980614,38.31548547,0,15.18910308
7676,11.22,,,,,,,,,1.103901024,23.49386914,80.44743673,17.69969274,22.87255219,36.33086492,0,14.53217809
7677,12.124,,,,,,,,,0.297348379,23.53212337,112.5259056,18.09634874,21.91303257,32.43984008,0,16.2025864
7678,14.984,,,,,,,,,3.538808505,20.6936683,101.9716832,17.86123644,23.36104697,25.51205009,0,16.79324032
7679,15.257,13.323,25.141,17.989,,,,,,7.931588414,20.44757482,68.45919384,19.62546881,25.03210263,25.31990378,0,17.24085747
7680,15.52,13.559,27.609,39.561,,,,,,2.657546107,19.12601585,54.10079244,19.55895091,28.888046,24.86348115,0,19.38949411
7681,15.736,18.805,22.633,27.105,,,,,,7.281342644,19.76681039,44.73604215,20.38202333,30.17345876,23.85579907,0,19.03440938
7682,15.26,23.265,27.614,29.383,,,,,,-1.447598969,18.99681281,42.2483198,19.10086203,27.10395535,26.43822057,0,16.87875803
7683,15.11,19.598,33.491,35.062,,,,,,5.577957764,19.6699798,28.3420486,19.85845666,27.8050542,26.80770338,0.265009999,17.35110223
7684,18.553,11.908,29.785,31.834,,,,,,8.547683201,17.45784772,19.81880932,20.24854936,26.31559472,25.90578431,0.349940002,16.78079246
7685,19.213,16.131,32.091,35.13,,,,,,4.518890097,16.41991058,10.81107031,19.22010482,26.08158536,40.521269,0.191860005,16.98284177
7686,17.182,12.88,30.735,33.642,-2.773,-1.148,,,,-1.52094592,15.09765308,5.658688039,18.28879586,26.44237976,43.5957665,0.224169999,15.27828517
7687,16.328,18.814,29.195,32.852,-2.77,-0.884,,,,-1.929930635,16.69809895,4.763824727,20.01563921,26.55093188,45.09422693,0.209250003,14.69913704
7688,16.067,18.101,27.339,30.617,-2.864,-0.642,,,,-3.844129959,16.80465927,4.359340652,19.50485337,27.27020301,53.85388568,0,15.30598158
7689,13.647,19.196,28.313,34.627,-3.2,0.416,,,,-7.732007215,20.62167248,13.97247259,19.40739483,27.89109917,70.51173827,0.238179997,15.77767622
7690,14.218,21.66,26.666,31.538,-2.203,2.99,,,,0.805283916,27.43242014,19.37973017,24.32677945,27.912726,43.18654311,0,17.2060059
7691,15.743,25.258,25.665,29.406,-0.872,3.72,,,,5.004160356,32.1122956,9.157605075,29.36439248,26.59172531,24.1933896,0,17.84620462
7692,16.392,28.727,24.548,28.069,-0.277,3.798,,,,7.46013213,30.40401982,4.69927739,28.47367651,26.55718215,22.47494307,0.460310012,17.89692197
7693,18.514,50.962,27.437,24.715,-0.646,3.401,,,,4.098577354,30.2975044,6.397649744,31.67407011,26.64358102,23.75193528,0.366860002,18.83230642
7694,18.69,49.184,28.388,24.834,-0.157,3.429,,,,6.541510845,29.09048725,8.114645612,30.11996059,26.0616997,23.02997259,0.428559989,18.11094259
7695,22.391,52.904,32.456,26.485,-1.311,1.388,34.48,46.411,,7.176144665,30.20302397,7.877073747,35.00507104,24.98316582,27.16853395,0.383700013,17.80020132
7696,18.571,34.091,29.295,27.476,-1.4,1.124,32.893,46.397,,4.243494195,27.09921575,7.062218744,26.29520351,28.20026654,19.8647261,0.415699989,18.12269905
7697,18.522,31.258,28.967,26.405,-0.389,1.808,30.457,40.807,,7.803409651,26.34299454,6.69870887,25.35604266,28.25187239,21.40403612,0.342420012,18.13641902
7698,20.078,33.722,28.762,23.652,-0.335,1.848,29.798,41.584,,5.162133025,26.42214942,8.092832063,26.82488459,27.7352833,21.97399051,0.345979989,18.19877349
7699,22.412,32.707,29.814,23.929,-2.182,-0.115,37.912,49.779,-3.666,3.538178721,25.91962942,8.097765806,29.14152474,28.8425661,22.17052919,0.325919986,17.79187445
7700,22.374,29.472,27.378,25.227,-1.729,0.421,39.606,50.128,-3.247,4.637538629,23.35313642,8.57513504,26.36471005,29.27038879,24.37688152,0.310449988,17.85973973
7701,20.961,30.275,26.763,24.865,-2.611,-0.502,40.552,50.84,-2.972,3.23879123,23.54266161,8.877353332,25.54496245,29.58089275,25.16679317,0.34066999,17.27528938
7702,19.469,25.744,24.29,24.567,-1.865,0.247,44.446,57.825,-0.256,0.370741258,22.47785125,8.666269871,22.85038956,29.57587209,27.81400853,0.380120009,17.09561586
7703,17.455,24.343,24.008,23.304,-2.672,-0.239,43.852,55.83,0.828,1.689798159,26.9316811,9.639413476,21.53885286,35.22102491,25.68158189,0.375510007,21.73224788
7704,15.829,31.948,23.501,22.352,-2.507,-0.123,44.955,56.72,0.012,1.740376493,25.93116122,6.218093826,20.44679477,31.24809832,23.92629738,0.445820004,18.0774622
